name,rate_avg,num_reviews,detail
황룡사지,4.4,743,거대한 7세기 절터
안동 도산서원(陶山書院),4.5,2836,16세기 유교 서원
국립백두대간수목원,4.5,991,"호랑이, 숲, 정원 및 시베리아호랑이"
호미곶 해맞이광장,4.4,2091,
호미곶,4.4,248,바위가 많으며 등대와 조각이 있는 곶
캘리포니아 비치,4.3,318,워터파크
주왕산,4.4,132,협곡과 폭포가 어우러진 자연 휴양지
영일대해수욕장,4.4,142,시내 풍경이 보이는 인기 해변
경주 문무대왕릉,4.3,1027,수중 왕릉이 있는 작은 섬
보경사(寶鏡寺),4.2,807,인근에 폭포가 있는 산사
경주 동궁원,4.2,2000,정원
경주 감은사지,4.4,887,"유적, 불교 및 건축"
블루원 워터파크,4.0,3160,워터 슬라이드와 파도 풀이 있는 워터파크
하회세계탈박물관,4.1,1639,박물관
국립등대박물관,4.2,190,바다를 볼 수 있는 등대 박물관
석가탑(釋迦塔)(국보 제21호),4.5,142,사찰 경내에 자리 잡은 인상적인 탑
대한불교조계종 직지사(直指寺),4.6,235,"불교, 사원 및 단풍"
봉래폭포,4.3,1304,폭포
부용대,4.5,790,
계림,4.4,118,역사적 명소 인근에 자리한 고요한 삼림 지역
블루로드,4.3,155,
고래불해수욕장,4.3,218,수영과 낚시를 즐길 수 있는 황금 백사장 해변
구룡포해수욕장,4.2,1073,해변
경주 양남 주상절리 전망대,4.4,1379,
분황사,4.2,1479,"1,500년 된 사찰 유적"
문경에코랄라,4.1,1681,박물관
포항시립미술관,4.4,349,"미술관, 예술 및 박물관"
부석사 무량수전 (無量壽殿),4.6,873,"사원, 건축 및 불교"
영덕해맞이공원,4.1,1486,공원 및 등대
환호공원,4.4,2161,공원
은해사(銀海寺),4.4,645,불교 및 사원
월포해수욕장,4.1,106,"해변, 서핑, 야영 및 수상 스포츠"
소수서원(紹修書院),4.4,1928,
경주버드파크,4.3,2287,"앵무새, 동물원 및 코카투"
경주국립공원 삼릉탐방지원센터,4.4,777,숲 및 무덤
뽀로로아쿠아빌리지,4.3,558,
영일대해수욕장,4.3,7063,해변
환호공원 스페이스워크,4.4,331,
삼사해상공원,3.7,1010,공원
해인사,4.6,3234,목판이 있는 불교 사찰
지리산,4.5,174,불교 사원이 있는 유명한 산
통도사,4.6,4884,광대한 불교 사원 단지
바람의 언덕,4.2,10011,풍차가 있는 경치 좋은 해변 공원
동피랑 벽화마을,4.0,7231,매력적인 벽화를 볼 수 있는 언덕 지역
다랭이마을,4.0,6110,그림 같은 언덕에 자리한 고풍스러운 카페
대한불교조계종 보리암(菩提庵),4.5,4951,바다가 보이는 산봉우리 불교 사찰
스카이라인루지 통영,4.5,9836,구불구불한 내리막 라이딩 코스와 리프트
외도 보타니아,4.3,7256,식물원이 있는 유명한 섬
진주성,4.5,3428,"화려한 외관이 특징인 정자와 1,760m 길이의 바위벽"
쌍계사,4.4,1878,숲속에 자리한 사찰과 녹차 밭
여좌천,4.4,1997,4월 벚꽃이 만개할 때 가장 아름다운 하천
거제도 포로수용소 유적공원,3.9,4468,옛 포로수용소에서 열리는 전시
학동흑진주몽돌해변,4.3,240,독특한 조약돌이 있는 해변
남해 독일마을,4.0,4006,
황매산,4.5,108,"산, 야영, 등산 및 자연"
팔만대장경,4.6,3238,유명한 불교 경전 소장품
이순신공원,4.5,4658,문화 센터와 해변 경관을 즐길 수 있는 공원
소매물도,4.3,107,언덕 꼭대기에 등대가 있는 자그마한 섬
신선대,4.4,1336,
지리산 천왕봉,4.7,1277,계곡과 전망대가 있는 등산로
합천 영상테마파크,4.1,3430,드라마 및 놀이공원
대한불교조계종 표충사(表忠寺),4.3,1805,"불교, 야영, 사원 및 산"
화개장터,3.5,6988,
거제씨월드,4.1,1293,"돌고래, 흰돌고래 및 수족관"
디피랑(남망산조각공원),4.3,1544,공원
거제맹종죽테마파크,4.1,1883,공원
촉석루,4.5,2821,
상주은모래비치,4.3,143,소나무에 둘러싸인 모래사장
달아공원,4.2,1538,공원
에덴밸리리조트,3.9,2327,식당과 골프장이 있는 편안한 산악 리조트
상족암 군립공원,4.4,1631,"공원, 화석 및 야영"
영남루,4.4,1739,
국립진주박물관,4.7,833,지역 역사와 임진왜란 관련 전시
황매산군립공원,4.5,523,공원
사천 바다 케이블카,4.4,214,
거가대교,4.2,183,거제도로 이어지는 다리와 터널
배내골,4.0,174,
동의보감촌,4.2,1815,
창선·삼천포대교,4.4,349,
경남고성공룡세계엑스포,4.2,2218,화석 및 박물관
호박소계곡,4.2,352,
당항포관광지,4.2,303,야영
부곡온천,4.0,332,온천 및 자연
고성공룡박물관,4.2,2060,박물관 및 화석
경남도립미술관,4.4,708,"미술관, 예술 및 박물관"
와현해수욕장,4.3,112,시설이 잘 갖춰진 해변과 수영 구역
지리산 대원사,4.4,538,불교 및 사원
서피랑,4.0,1166,
남해편백 자연휴양림,4.2,1018,"숲, 야영 및 자연"
섬이정원,3.8,726,정원
"거제조선해양문화관 (1관:어촌민속전시관, 2관:조선해양전시관)",3.9,782,
십리벚꽃길,4.5,250,
장유대청계곡,4.3,388,
공곶이,3.9,691,정원
최참판댁,4.2,3227,드라마
상림공원(上林公園),4.5,2706,"공원, 숲 및 단풍"
창원해양공원,4.2,2850,공원
거제식물원 정글돔,4.3,1285,정원
대원사계곡,4.5,559,야영
창동예술촌,4.1,833,예술
