name,rate_avg,num_reviews,detail
경복궁,4.6,35730,투어 & 박물관이 있는 역사적인 궁전
N서울타워,4.5,48753,도시의 전경을 조망할 수 있는 타워 & 레스토랑
북촌한옥마을,4.3,13286,600년의 역사를 지닌 유적 마을
롯데월드,4.2,39286,수족관이 있는 어드벤처 & 워터파크
청계천,4.4,6418,복원된 개울이 있는 도시 공원 공간
국립중앙박물관,4.6,18833,현대적인 한국 문화 전시의 중심지
DDP 동대문디자인플라자,4.3,25459,디자인 센터가 있는 초현대적 공간
광장시장,4.1,31048,오래된 전통 식료품 시장
남대문시장,4.2,23150,방대한 전통 시장
덕수궁,4.5,16374,왕궁수문장 의식을 볼 수 있는 궁전
조계사,4.5,5651,조계종 총본사와 웅장한 본당
북한산국립공원,4.6,2246,산책로와 사원이 있는 산악 공원
국립민속박물관,4.5,1830,한국의 관습과 문화를 보여주는 박물관
창경궁,4.6,3030,15세기에 지은 왕궁
리움미술관,4.8,603,"미술관, 건축, 박물관, 예술 및 조각"
전쟁기념관,4.6,14817,"전쟁 관련 전시, 전차, 기념비"
스타필드 코엑스몰,4.2,20327,수족관이 있는 거대한 지하 쇼핑몰
서울숲공원,4.6,8428,호수와 숲이 있는 넓은 공원
반포대교,4.4,806,무지개 분수가 설치된 2층 교량
동대문종합시장,4.1,1740,"쇼핑, 패션 및 시장"
광화문,4.7,458,"궁전, 역사, 미술관 및 건축"
남산,4.6,504,"공원, 타워, 산책로가 있는 봉우리"
남산골 한옥마을,4.3,8283,조선 시대에 지은 한옥을 둘러볼 수 있는 관광 명소
올림픽공원,4.6,2479,1988년 서울 올림픽이 개최된 올림픽 공원
북한산,4.7,259,현지 대표 명소인 봉우리 3개가 있는 산
청와대,3.8,791,대통령 공식 집무실과 관저
롯데월드 아쿠아리움,4.2,13271,흰돌고래 및 쇼핑
이화동 벽화마을,4.1,4155,벽화와 조형물로 이루어진 마을
낙산 성곽길,4.6,364,역사 깊은 담과 유적지를 따라 이어지는 경치 좋은 길
서울시립미술관,4.6,677,"미술관, 예술, 박물관 및 근대 미술"
별마당도서관,4.6,1625,쇼핑몰 안에 있는 넓고 현대적인 도서관
광화문광장,4.3,9345,거대한 동상이 우뚝 서 있는 공공 광장
63빌딩,4.2,8468,랜드마크 고층 건물 & 엔터테인먼트 공간
서울대공원,4.4,11460,동물원 및 전시관이 있는 엔터테인먼트 지역
여의도한강공원,4.5,13930,수영장이 있는 광대한 강변 공원
서울역사박물관,4.4,4101,서울의 역사 전시
서울로7017,4.1,6253,예전 고가도로에 지은 공원
국립고궁박물관,4.5,5250,조선 왕조의 유물을 전시한 박물관
서울랜드,4.3,12086,한국 최초 테마파크로 1988년에 개장
코엑스 아쿠아리움,4.3,9083,"펭귄, 해양 포유류, 토종 물고기"
어린이대공원,4.4,11721,"놀이공원, 놀이터, 동물원"
경희궁,4.4,1008,박물관과 인접한 역사적인 궁궐
흥인지문,4.3,5698,성곽의 유서 깊은 문
남산 공원,4.6,1447,타워와 케이블카가 있는 산책 명소
익선동 한옥거리,4.2,6176,세련된 상점과 식당 거리
서대문형무소역사관,4.6,7366,1908년에 지어진 감옥에 자리한 형무소 역사관
서울스카이,4.6,822,
인왕산,4.7,223,다양한 형태의 거대한 화강암 봉우리
반포한강공원,4.4,6497,산책과 자전거 타기를 즐길 수 있는 강변 공원
하늘공원,4.5,7630,높이 자란 잔디와 아름다운 풍경이 있는 공원
낙산공원,4.5,5012,언덕 위의 아름다운 전경과 산책로
명동대성당,4.6,7674,19세기 고딕 양식 성당
대한민국역사박물관,4.5,2644,근현대사 박물관
남한산성 전승문,4.3,1938,유서 깊은 군사 도시의 석문
여의도공원,4.4,5443,휴양 명소인 아름다운 공원
뮤지엄 김치간,4.2,414,김치 전시가 있는 현대적인 공간
국제갤러리,4.4,293,디자인이 아름다운 현대 미술관
서울특별시청,4.3,553,세련되고 현대적인 시청 건물
코코넛박스,4.2,4130,3D 착시 미술 전시관
운현궁,4.3,2478,왕실과 정치 지도자가 거주했던 궁전
관악산,4.5,326,사찰이 있는 산
대림미술관,4.2,2088,사진 전시가 있는 현대적 공간
일산호수공원,4.5,5626,"산책, 예술, 이벤트를 즐길 수 있는 호숫가 공원"
경의선숲길공원,4.4,2357,옛 철로를 개조한 직선형 녹지 공간
통인시장,3.8,6474,한국 음식을 판매하는 재래시장
